Product Name,Price,Description,Image URL,Availability,Category,Store Name,Product Url
Suntory,$2.49,No Description Available,https://media.sobeys.com/original/335595_EA_ml_primary_front_NA_042224_VOILA_a0e8ec041eb4bf5e5b3fac5628bdc2d91929bca6.JPG,In-stock,Drinks,FreshCo,https://www.freshco.com/products/suntory-zero-sugar-oolong-tea-500-ml-(bottle)
Grace Island Soda,$1.49,No Description Available,https://media.sobeys.com/original/754000000025700000000058102764_VOILA_96c5a97f56204f71410e8cef2162e4fba2073d77.JPG,In-stock,Drinks,FreshCo,https://www.freshco.com/products/grace-island-soda-drink-mango-355-ml-(bottle)
Häagen-Dazs,$5.44,No Description Available,https://www.freshco.com/_next/image?url=%2Floader.svg&w=128&q=75,In-stock,Frozen,FreshCo,https://www.freshco.com/products/h%C3%A4agen-dazs-ice-cream-dulce-de-leche-450-ml
Marie Callender's,$8.99,No Description Available,https://media.sobeys.com/original/031000009168_ml_VOILA_552af4efea6a687b83ee1297a00a0b1256be6365.JPG,In-stock,Frozen,FreshCo,https://www.freshco.com/products/marie-callender-s-cheesy-chicken---broccoli-multi-serve-frozen-meal-680-g
Marie Callender's,$8.99,No Description Available,https://www.freshco.com/_next/image?url=%2Floader.svg&w=128&q=75,In-stock,Frozen,FreshCo,https://www.freshco.com/products/marie-callender-s-frozen-entr%C3%A9e-scalloped-potatoes-in-a-creamy-cheese-sauce-with-ham-680-g
MC,$8.99,No Description Available,https://media.sobeys.com/original/20258_EA_alt_VOILA_f203285e2b4cee5102b315d8b1dfbb02f8aa3091.JPG,In-stock,Frozen,FreshCo,https://www.freshco.com/products/mc-frozen-marinara-meat-casserole-794-g
Baltic Gifts,$14.99,No Description Available,https://media.sobeys.com/original/656161_EA_ml_Primary_Front_NA_080124_VOILA_2a719967b3f8be470885941325b26f8f6b857435.JPG,In-stock,Frozen,FreshCo,https://www.freshco.com/products/baltic-gifts-herring-fillets-in-oil-traditional-1-kg
Little Northern Bakehouse,$7.99,"Made with nutrient-rich millet and chia seeds, this bread has a smooth texture and delicate crunch that also packs in the flavour you crave.The Millet & Chia bread makes for the perfect gluten free lunch time sandwich or crunchy gluten free breakfast toast.",https://media.sobeys.com/original/754000000025700000000037028353_VOILA_8a2c4f46c2083af49024cf2258fddcd9877a636e.JPG,In-stock,Frozen,FreshCo,https://www.freshco.com/products/little-northern-bakehouse-gluten-free-bread-millet---chia-454-g-(frozen)
Haagen-Dazs,$5.44,No Description Available,https://media.sobeys.com/original/3185_EA_ml_primary_front_na_032625_VOILA_68ef23e6264d58d4485dad069d3f491557825328.JPG,In-stock,Frozen,FreshCo,https://www.freshco.com/products/haagen-dazs-ice-cream-chocolate-hazelnut-450-ml
Chapman's,$4.99,"Better than an after-dinner mint – this is any time mint! Chapman’s Mint Chip provides a creamy mint flavoured ice cream with an explosion of chocolate flakes from beginning to end. There are no artificial flavours or colours, it is Peanut/Nut Free, Gluten Free, and Egg Free and it will not disappoint!",https://media.sobeys.com/original/754000000025700000000024186520_VOILA_bf44dc1d5bbecf8dd13bc870b7793ef9057bcb62.JPG,In-stock,Frozen,FreshCo,https://www.freshco.com/products/chapman-s-gluten-free-ice-cream-mint-chip-2-l
Wing's,$2.99,Medium thickness wonton wraps. Each package is conveniently divided into 2 vacuum sealed portions.,https://media.sobeys.com/original/8364_EA_ML_PRIMARY_FRONT_NA_VOILA_86092465500e97ed2d3c754e14921d825bc9b5da.JPG,In-stock,Frozen,FreshCo,https://www.freshco.com/products/wing-s-won-ton-wraps-400-g-(frozen)
Haagen-Dazs,$5.44,"Indulge in the irresistible taste of HÄAGEN-DAZS® Pineapple Coconut Ice Cream (450 ml). Since 1960, our passion has taken us on a journey to transform only the finest ingredients into a simply extraordinary ice cream experience. Made with 100% Canadian dairy, this tropical-inspired treat combines tangy pineapple pieces and coconut flavours with pure, sweet cream. Every bite of this treat will inspire an exotic getaway.",https://media.sobeys.com/original/3210_EA_ml_primary_front_070523_VOILA_a7f71b24dc3c390d71f177cc25a4da669d494f4d.JPG,In-stock,Frozen,FreshCo,https://www.freshco.com/products/haagen-dazs-ice-cream-pineapple-coconut-450-ml
Haagen-Dazs,$5.44,No Description Available,https://media.sobeys.com/original/3200_EA_ml_primary_front_na_032625_VOILA_a0a6e201c2b30f1c03b52689191b36c0afe71445.JPG,In-stock,Frozen,FreshCo,https://www.freshco.com/products/haagen-dazs-ice-cream-vanilla-bean-450-ml
Haagen-Dazs,$5.44,"Indulge in the irresistible taste of HÄAGEN-DAZS® Salted Caramel Ice Cream (450 ml). Since 1960, our passion has taken us on a journey to transform only the finest ingredients into a simply extraordinary ice cream experience. Our Salted Caramel ice cream offers a flavourful combination of creamy caramel ice cream, swirled with ribbons of salted caramel. Made with Canadian dairy, this ice cream brings sweet and salty together in the most decadent way.",https://media.sobeys.com/original/3195_EA_primary_VOILA_b571187d9f970ae4e6b48130797b509e31cf66e8.JPG,In-stock,Frozen,FreshCo,https://www.freshco.com/products/haagen-dazs-ice-cream-salted-caramel-450-ml
Haagen-Dazs,$5.44,No Description Available,https://media.sobeys.com/original/3194_EA_ml_primary_front_na_032625_VOILA_2a62368890671318179e418afb25a70bbab07b29.JPG,In-stock,Frozen,FreshCo,https://www.freshco.com/products/haagen-dazs-ice-cream-chocolate-peanut-butter-450-ml
Maple Leaf,$5.99,"Create a tasty sandwich or wrap with Maple Leaf Natural Selections Oven Roasted Chicken Breast. Made with natural ingredients, quality cuts of chicken, this sliced sandwich meat is oven roasted for delicious, savoury flavour. The convenient resealable package ensures the deli meat stays fresh and ready to enjoy. Made for families, the Maple Leaf brand offers premium meat using only natural ingredients with no artificial preservatives, flavours, colours, or sweeteners. Dedicated to providing wholesome, real food for Canadians for generations to come, Maple Leaf is the first major food company in the world to become carbon neutral. Join them in their commitment to build a more sustainable planet.",https://media.sobeys.com/original/245910_EA_ml_primary_front_na_052924_VOILA_ba0649939475c594f0fc3a426c6b99debf0621e4.JPG,In-stock,Frozen,FreshCo,https://www.freshco.com/products/maple-leaf-natural-selections-deli-sliced-chicken-breast-oven-roasted-175-g
Asian Inspirations,$5.99,No Description Available,https://media.sobeys.com/original/754000000025700000000005836680_VOILA_daad0bc86c94f26a0a7caf661462dd6f0dea288e.JPG,In-stock,Frozen,FreshCo,https://www.freshco.com/products/asian-inspirations-frozen-sweet---sour-pork-400-g
Maple Leaf,$6.99,"Maple Leaf Natural Top Dogs Original Hot Dogs deliver classic, family-favourite flavour and are filler free. Made with premium meat, these hot dogs feature a delicious smoked taste that both kids and grown-ups will love. These hot dogs are great at home and perfect for barbeques outdoors. Dedicated to providing wholesome, real food for Canadians for generations to come, Maple Leaf is the first major food company in the world to become carbon neutral. Join them in their commitment to build a more sustainable planet.",https://media.sobeys.com/original/791088_EA_ml_na_front_na_052924_VOILA_786321ec04c5402e89810688fe6f8f3beff7411b.JPG,In-stock,Meat,FreshCo,https://www.freshco.com/products/maple-leaf-natural-top-dogs-hot-dogs-original-375-g
Panache,$13.21/kg,No Description Available,https://media.sobeys.com/original/608812_KG_ml_VOILA_10388b8fadc3e02eb325c9ba2e39e3ebc4ad87e3.JPG,In-stock,Meat,FreshCo,https://www.freshco.com/products/panache-chicken-flattened-greek-style-lemon---herb-1%252E3-kg
Compliments,$11.00,No Description Available,https://media.sobeys.com/original/970180_EA_ml_primary_front_083024_VOILA_b4eab7f53d8df71c776316cdef941b2567a9708f.JPG,In-stock,Meat,FreshCo,https://www.freshco.com/products/compliments-pork-loin-roast-garlic---herb-800-g
Pillers Charcuterie,$6.99,No Description Available,https://media.sobeys.com/original/966360_EA_ml_primary_front_na_VOILA_9e42ada886f01d1b4c9b104ca2efddfa059bc4f9.JPG,In-stock,Meat,FreshCo,https://www.freshco.com/products/piller-s-charcuterie-salami-pepper-coated-125-g
PILLER'S CHARCUTERIE,$6.99,No Description Available,https://media.sobeys.com/original/966354_EA_ml_primary_front_na_VOILA_2b414d98afcb5c79599dc9517adbcf4c6af11298.JPG,In-stock,Meat,FreshCo,https://www.freshco.com/products/piller-s-charcuterie-salami-roasted-garlic---asiago-125-g
Marcangelo,$4.99,"Marcangelo take pride in the premium products production. Marcangelo only use the freshest, finest cuts of meat and poultry, plus traditional herbs and spices.",https://media.sobeys.com/original/627907094835_ml_VOILA_2d58a7609321531611ab595c352d8ece1c5c2300.JPG,In-stock,Meat,FreshCo,https://www.freshco.com/products/marcangelo-european-charcuterie-pork-100-g
Boneless Pork Loin Centre Roast,$13.21/kg,No Description Available,https://media.sobeys.com/original/248406_KG_ml_front_VOILA_260ad74f7e8d88961f221417735eba307503ece4.JPG,In-stock,Meat,FreshCo,https://www.freshco.com/products/boneless-pork-loin-centre-roast
Fantino & Mondello,$7.99,"Savour the authentic Italian flavour of Fantino & Mondello Vino Rosso Salami. This thinly sliced red wine salami is prepared in the traditional way—unhurried and with only the highest quality ingredients. Since 1949, the Fantino & Mondello family of artisans have translated their passion and respect for Italian traditions and flavours into premium Italian charcuteries that help you savour the best moments in life with family and friends. This wine salami comes conveniently sliced in a resealable package for easy serving and storage. Make this salami a highlight of your modern charcuterie board when entertaining or use it in a savoury sandwich or as a premium pizza topping. Made with dry-cured Canadian pork, 9 grams of protein per serving, and no gluten or trans fats, this sliced salami is a satisfying and delicious way to enjoy a taste of today’s dolce vita.",https://media.sobeys.com/original/33339_EA_ml_primary_front_na_090624_VOILA_b71a706c951364fe13810b852f6183d62b93bcfb.JPG,In-stock,Meat,FreshCo,https://www.freshco.com/products/fantino---mondello-salami-sliced-dry-vino-rosso-125-g
Fantino & Mondello,$7.99,"Enjoy the smoky flavour of Fantino & Mondello Dry Chorizo Sausage for any dining occasion, whether eating at home or out on-the-go with family or friends. Savor the dry-cured chorizo on its own, pair with cheeses as a charcuterie meat, or try it as a flavourful addition to pizzas, pastas, and sandwiches. Since 1949, Fantino & Mondello has made deli foods with quality meats and ingredients, passing on culinary traditions from generation to generation to share the joy of Italian living. Fantino & Mondello is a proudly Canadian brand of Viau Food Products.",https://media.sobeys.com/original/33285_EA_ml_primary_front_na_090624_VOILA_afab3f355d78184b0e8e6432324ca6bd22e17e13.JPG,In-stock,Meat,FreshCo,https://www.freshco.com/products/fantino---mondello-dry-sausage-chorizo-175-g
Maple Leaf,$5.99,"Create a tasty sandwich or wrap with Maple Leaf Natural Selections Smoked Black Forest Ham. Made with natural ingredients and quality cuts of boneless Black Forest ham, this delicious ham sandwich meat has rich, mouthwatering flavour. The convenient resealable package ensures the sliced deli meat stays fresh and ready to enjoy. Made for families, the Maple Leaf brand offers premium meat using only natural ingredients with no artificial preservatives, flavours, colours, or sweeteners. Dedicated to providing wholesome, real food for Canadians for generations to come, Maple Leaf is the first major food company in the world to become carbon neutral. Join them in their commitment to build a more sustainable planet.",https://media.sobeys.com/original/245912_EA_ml_na_front_na_052924_VOILA_86d35ab6aba5b525357d7b87f37332a6c31daa3e.JPG,In-stock,Meat,FreshCo,https://www.freshco.com/products/maple-leaf-natural-selections-deli-sliced-smoked-ham-black-forest-175-g
Maple Leaf,$5.99,"Create a tasty sandwich or wrap with Maple Leaf Natural Selections Baked Ham. This delicious ham sandwich meat starts with quality cuts of ham and is made with natural ingredients for delicious flavour. The convenient resealable package ensures the sliced deli meat stays fresh and ready to enjoy. Made for families, the Maple Leaf brand offers premium meat using only natural ingredients with no artificial preservatives, flavours, colours, or sweeteners. Dedicated to providing wholesome, real food for Canadians for generations to come, Maple Leaf is the first major food company in the world to become carbon neutral. Join them in their commitment to build a more sustainable planet.",https://media.sobeys.com/original/245911_EA_ml_primary_front_na_052924_VOILA_e7d9ce02d1c2e10ff14638d256eb9498d742351f.JPG,In-stock,Meat,FreshCo,https://www.freshco.com/products/maple-leaf-natural-selections-deli-sliced-baked-ham-175-g
Maple Leaf,$5.99,"Create a delicious sandwich or wrap with Maple Leaf Natural Selections Shaved Hickory Smoked Turkey Breast. Made with natural ingredients and modifed vinegar, these fresh shaved turkey slices are hickory smoked for flavour the whole family will love. The convenient resealable package ensures the deli meat stays fresh. Made for families, the Maple Leaf brand offers premium meat using real, simple, ingredients with no artificial flavours, colours, or sweeteners. Dedicated to providing wholesome, real food for Canadians for generations to come, Maple Leaf is the first major food company in the world to become carbon neutral. Join them in their commitment to build a more sustainable planet.",https://media.sobeys.com/original/309420_EA_ml_primary_front_na_052924_VOILA_08d799aa12feebedc36f325ad3d59e43eed66119.JPG,In-stock,Meat,FreshCo,https://www.freshco.com/products/maple-leaf-natural-selections-deli-shaved-turkey-breast-hickory-smoked-175-g
Maple Leaf,$5.99,"Create a tasty sandwich or wrap with Maple Leaf Natural Selections Baked Honey Ham. This delicious ham sandwich meat is crafted from quality cuts of honey ham and made with real, simple ingredients for delicious flavour with a touch of sweetness. The convenient resealable package helps keep the sliced deli meat fresh and ready to enjoy. Made for families, the Maple Leaf brand offers premium meat using natural ingredients and modified vinegar, with no artificial flavours, colours, or sweeteners. Dedicated to providing wholesome, real food for Canadians for generations to come, Maple Leaf is the first major food company in the world to become carbon neutral. Join them in their commitment to build a more sustainable planet.",https://media.sobeys.com/original/271658_EA_ml_primary_front_na_052924_VOILA_7e383373aa31ab9d6d58cc5e3828aebffc99afd7.JPG,In-stock,Meat,FreshCo,https://www.freshco.com/products/maple-leaf-natural-selections-deli-sliced-baked-ham-honey-175-g
Panache,$13.21/kg,No Description Available,https://media.sobeys.com/original/784722_KG_ml_primary_front_VOILA_c5daf0c81021f07b891d8e999655c15e91fcb4f6.JPG,In-stock,Meat,FreshCo,https://www.freshco.com/products/panache-chicken-flattened-jerk-
Maple Leaf,$5.99,"Create a tasty sandwich or wrap with Maple Leaf Natural Selections Sliced Oven Roasted Turkey Breast. Made with natural ingredients, these turkey slices are oven roasted for delicious, savoury flavour. The convenient resealable package helps keep the deli meat fresh and ready to enjoy. Made for families, the Maple Leaf brand offers premium meat using only natural ingredients with no artificial preservatives, flavours, colours, or sweeteners. Dedicated to providing wholesome, real food for Canadians for generations to come, Maple Leaf is the first major food company in the world to become carbon neutral. Join them in their commitment to build a more sustainable planet.",https://media.sobeys.com/original/245906_EA_ml_primary_front_na_052924_VOILA_c8cedec69561ce887feab796757dc4d29f2bd1d3.JPG,In-stock,Meat,FreshCo,https://www.freshco.com/products/maple-leaf-natural-selections-deli-sliced-turkey-breast-oven-roasted-175-g
Carrots,$1.58,Product of Canada/USA; No.1 Grade,https://i5.walmartimages.ca/images/Enlarge/632/713/6000203632713.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Fresh Vegetables,Walmart,https://www.walmart.ca/en/ip/carrots-your-fresh-market/6000197111435?classType=REGULAR&athbdg=L1600&from=/search
Celery,$2.97,Rich in folate and vitamin K,https://i5.walmartimages.ca/images/Enlarge/169/703/6000209169703.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Fresh Vegetables,Walmart,https://www.walmart.ca/en/ip/celery/6000191272227?classType=REGULAR&athbdg=L1600&from=/search
SUNSET Rainbow Bell Peppers,$3.44,SUNSET Fresh Sweet Peppers,https://i5.walmartimages.ca/images/Enlarge/331/133/6000209331133.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Fresh Vegetables,Walmart,https://www.walmart.ca/en/ip/sunset-rainbow-bell-peppers/6000191284684?classType=REGULAR&athbdg=L1200&from=/search
Broccoli,$2.44,No description,https://i5.walmartimages.ca/images/Enlarge/367/449/6000209367449.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Fresh Vegetables,Walmart,https://www.walmart.ca/en/ip/broccoli-stalks/205531?classType=REGULAR&athbdg=L1600&from=/search
Tamato,$2.10,store at room temprature,https://i5.walmartimages.ca/images/Enlarge/_47/999/47999.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Fresh Vegetables,Walmart,https://www.walmart.ca/en/ip/tomato-beefsteak/6000190008475?classType=REGULAR&athbdg=L1600&from=/search
Silk Oat Coffee Creamer,$3.28,Plant-based Creamer,https://i5.walmartimages.com/asr/488f1a85-2b7d-4bbb-931f-9fc2ab7e256e.7daffc296b317da52e78f8d8b6430128.png?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Dairy&Eggs,Walmart,https://www.walmart.ca/en/ip/Silk-Oat-Coffee-Creamer-Peppermint-Mocha-Dairy-Free-450-ml/750Q6YDKCM95?classType=REGULAR&from=/search
bettermoo(d) Moodrink Oat Beverage Barista,$5.97,Gluten-Free,https://i5.walmartimages.com/asr/5f1cc89b-eb7e-4171-890d-2d0d3aae92e8.a5a22f641f25e291d6135284f197b380.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Dairy&Eggs,Walmart,https://www.walmart.ca/en/ip/Earth-s-Own-Almond-Barista-Plant-Based-Shelf-Stable-Beverage-946ml/1PKVL4O528Z6?classType=REGULAR&from=/search
Great value Large Eggs,$3.93,Canada Grade A Large Eggs,https://i5.walmartimages.com/asr/bf0abe13-d833-4ceb-be74-8c2444c35a06.217e4c69ecde8c8bba4e8ab7de15a76b.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Dairy&Eggs,Walmart,https://www.walmart.ca/en/ip/Great-Value-Large-Eggs/10052944?classType=REGULAR&athbdg=L1600&from=/search
Greek Yogurt,$5.78,Free from artificial flavours and colours,https://i5.walmartimages.com/asr/e962acdd-f73d-4efd-be49-603e32b5a70f.b5de8eb9b0745d173efa71ab3b6fc328.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Dairy&Eggs,Walmart,https://www.walmart.ca/en/ip/Our-FinestTM-2-M-F-Vanilla-Greek-Yogurt/6000196941774?classType=REGULAR&athbdg=L3048&from=/search
Coconut Milk,$1.57,"This ingredient can be used in your favourite recipes, curries, soups, smoothies, desserts, smoothies or coffee",https://i5.walmartimages.com/asr/954254b9-3059-4817-a248-9e0eac7b4c8b.2969168de5314bf63c12c40898e4242b.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Dairy&Eggs,Walmart,https://www.walmart.ca/en/ip/Delicious-Kitchen-Premium-Coconut-Milk/6000200284903?classType=REGULAR&athbdg=L1200&from=/search
Great Value Boneless Smoked Ham,$10.97,"Great Value Fully Cooked Boneless Smoked Ham,",https://i5.walmartimages.ca/images/Enlarge/173/673/628915173673.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Meat,Walmart,https://www.walmart.ca/en/ip/great-value-boneless-smoked-ham/6000191981720?classType=REGULAR&athbdg=L3048&from=/search
Maple Leaf Boneless Skinless Chicken Breasts,$9.94,HALAL CHICKEN BREASTS: These frozen boneless chicken breasts are easy to cook and serve in your favourite dishes,https://i5.walmartimages.ca/images/Enlarge/889/160/6000201889160.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Meat,Walmart,https://www.walmart.ca/en/ip/mina-halal-boneless-skinless-chicken-breasts/6000197444334?classType=REGULAR&athbdg=L3048&from=/search
Great Value Original Wieners,$5.94,No description,https://i5.walmartimages.ca/images/Enlarge/020/808/627735020808.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Meat,Walmart,https://www.walmart.ca/en/ip/great-value-original-wieners/6000202618655?classType=REGULAR&athbdg=L1600&from=/search
Schneiders Classic Hot Dogs,$7.27,ORIGINAL RED HOTS�: Delivers a bold and distinct smoky flavour,https://i5.walmartimages.ca/images/Enlarge/110/379/6000198110379.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Meat,Walmart,https://www.walmart.ca/en/ip/schneiders-red-hots-original-hot-dogs/6000197818681?classType=REGULAR&athbdg=L3048&from=/search
Great Value Real Bacon Crumble,$4.47,Great Value Real Bacon Crumble,https://i5.walmartimages.com/asr/410aa7bc-5e7c-4ab2-a946-e3c55ce3e223.8a66c5db9013120f4086570365b27697.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Meat,Walmart,https://www.walmart.ca/en/ip/Great-Value-Real-Bacon-Crumble/6000197398943?classType=REGULAR&from=/search
Great Value 1% Cottage Cheese,$6.28,"Great Value 1% Cottage Cheese can accompany all of your favourite foods. Pair it with fruit, salads, shakes, and cakes. The possibilities are endless",https://i5.walmartimages.com/asr/90edd3a8-34f6-4665-a4ff-81c12147627d.e5a110d0444cfe1276b7425355e2e7b2.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Lifestyle & dietary needs,Walmart,https://www.walmart.ca/en/ip/Great-Value-1-Cottage-Cheese/6000200025051?classType=REGULAR&athbdg=L1600&from=/search
65ct Rockets Bag,$6.97,"This top Halloween treat is a favourite all year round! Perfect for crowd-pleasing parties, birthdays, and any day that calls for a variety of deliciously sweet (and sometimes sour) treats!�",https://i5.walmartimages.com/asr/a8316acd-a7c7-4a8d-a3a4-954004a466ba.2dd86998cc96dbe6d534efea7bbf669f.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Lifestyle & dietary needs,Walmart,https://www.walmart.ca/en/ip/ROCKETS-Candy-Rolls/6000203317890?classType=REGULAR&from=/search
Oats,$2.77,Great Value Quick Cook Steel Cut Oats,https://i5.walmartimages.com/asr/4f3f2485-0ba7-4c53-be1a-8ac991477979.fd78f119cb63a555400b2d0e1e02eceb.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Lifestyle & dietary needs,Walmart,https://www.walmart.ca/en/ip/Great-Value-Quick-Cook-Steel-Cut-Oats/6000195562899?classType=REGULAR&athbdg=L1200&from=/search
Minute Maid Apple Juice Cartons,$4.24,Enjoy a refreshingly delicious fruit drink with Minute Maid Fruit Punch,https://i5.walmartimages.com/asr/ec8b376f-4a20-4902-ad2b-dedfe626831f.2ce38daeaf2e9dd3db767a465f5dffdb.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Lifestyle & dietary needs,Walmart,https://www.walmart.ca/en/ip/Minute-Maid-Fruit-Punch-Cartons-200-mL-10-Pack/10270383?classType=REGULAR&athbdg=L1600&from=/search
Simply Orange Pulp Free Bottle,$5.98,TROPICANA TPN OJ NPLP 1.36L,https://i5.walmartimages.com/asr/61a777fe-d195-4605-bacc-63bfc132e232.38274c8aec6b7cdf1463772b87a8c291.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Lifestyle & dietary needs,Walmart,https://www.walmart.ca/en/ip/Tropicana-100-Pure-Orange-Juice-No-Pulp-1-36L/0XYN8MVLTT9H?classType=REGULAR&athbdg=L1300&from=/search
Brar�s Samosas,$9.98,12 samosas per package,https://i5.walmartimages.ca/images/Enlarge/516/816/6000204516816.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,International food,Walmart,https://www.walmart.ca/en/ip/brars-samosas-potatoes-and-peas/6000203898132?classType=REGULAR&athbdg=L1600&from=/search
Zabiha Halal Smoked Chicken Breast Roast,$4.47,No description,https://i5.walmartimages.ca/images/Enlarge/327/454/6000203327454.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,International food,Walmart,https://www.walmart.ca/en/ip/solmaz-halal-smoked-oven-roasted-chicken/5AUCGU1Q9QOL?classType=REGULAR&from=/search
Tea India Orange Pekoe Black 216 Tea Bags,$8.48,It contains 2 boxes of 216 two-cup tea bags. Drink it everyday to reduce the risk of heart-related disease,https://i5.walmartimages.com/asr/88a92bc7-efc9-4f03-a566-1ea3b4cc7bc2.e77e1957a0c0a46dff4b64fdc80b121c.png?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Drinks,Walmart,https://www.walmart.ca/en/ip/Tea-India-Orange-Pekoe-Black-216-Tea-Bags/6000188763672?classType=REGULAR&athbdg=L1102&from=/search
Dabur Real Mango Nectar,$2.98,Real fruit power mango is a fun way to give your child all the energy he needs to perform his tasks,https://i5.walmartimages.com/asr/cd74f57d-6eef-4622-b4c8-448dc81c09bd.1fc223b490da53f4636a5701f04fa01d.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Drinks,Walmart,https://www.walmart.ca/en/ip/Dabur-Real-Alphonso-Mango-Nectar-1L/5AZ6JFAQBI6U?classType=REGULAR&athbdg=L1600&from=/search
Wagh Bakri Tea,$7.47,"Wagh Bakri Masala Chai tea bags ensure you a refreshing aroma, hypnotic colour and masala flavour with every sip you take. This handpicked tea contains a combination of various spices that makes it a stimulating brew with a difference",https://i5.walmartimages.com/asr/9d081f12-3334-4f3e-ad9c-6dae04f85465_1.d5b0c0462e5a043fed0d1366622c5130.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Drinks,Walmart,https://www.walmart.ca/en/ip/Wagh-Bakri-Tea-Natural-Masala-Chai-Bags-100-Tea-Bags/6000196975868?classType=REGULAR&from=/search
McCain� Tasti Taters�,$2.77,Fun and tasty tater tots,https://i5.walmartimages.com/asr/a4d7c1ae-9592-407f-a4ee-3910026870c7.b257dea06ee028b1f070db73efe63c6a.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Frozen Food,Walmart,https://www.walmart.ca/en/ip/McCain-Tasti-Taters-Made-in-Canada-from-domestic-and-imported-ingredients/6000191197702?classType=REGULAR&athbdg=L1300&from=/search
McCain� Superfries� Sweet Potato Plank Cut Fries,$2.77,Extra crispy spicy straight cut fries,https://i5.walmartimages.com/asr/624b4b52-f3ad-46f1-be79-8db1d78bd272.609eeaae3624e071677138c2d5760038.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Frozen Food,Walmart,https://www.walmart.ca/en/ip/McCain-Superfries-Extra-Crispy-Spicy-Straight-Cut-Fries-Made-in-Canada-from-domestic-and-imported-ingredients/6000191197674?classType=REGULAR&athbdg=L1300&from=/search
Dr. Oetker Ristorante Spinach Pizza,$3.47,Vegetarian,https://i5.walmartimages.com/asr/cd732424-9186-491a-a2c7-826ca5196bf8.9a6ab12273957af364401b8163158ea3.png?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Frozen Food,Walmart,https://www.walmart.ca/en/ip/Dr-Oetker-Ristorante-Spinach-Pizza/10260206?classType=REGULAR&athbdg=L1200&from=/search
Dr. Oetker Casa di Mama Pepperoni Pizza,$3.47,"Pepperoni, Mozzarella and Edam Cheese.Cook Time: 13-14 minutes",https://i5.walmartimages.com/asr/5fae6466-1cdd-4fbe-9196-1f875df658d8.ff5a30acd2939ef4e4443bc96c37ba31.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Frozen Food,Walmart,https://www.walmart.ca/en/ip/Dr-Oetker-Ristorante-Pepperoni-Pizza/6000197072588?classType=REGULAR&athbdg=L1300&from=/search
Great Value Pork Breakfast Sausages,$9.98,"Great Value uncooked pork breakfast sausages are individually quick frozen for freshness, then vacuum-packed in small batches for ease of use",https://i5.walmartimages.com/asr/d50b34b2-59c6-46ec-921f-090d3d72ce71.23fe7226edb83b6e1a281a862fac2fec.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Frozen Food,Walmart,https://www.walmart.ca/en/ip/Great-Value-Pork-Breakfast-Sausages/6000196006882?classType=REGULAR&athbdg=L1600&from=/search
"Great Value Beef Sirloin Strips, Oven roasted, seasoned",$7.96,"21% meat protein.oven roasted, fully cooked, seasoned",https://i5.walmartimages.ca/images/Enlarge/514/729/6000202514729.jpg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,In-stock,Deli & fresh meals,Walmart,https://www.walmart.ca/en/ip/great-value-beef-sirloin-strips/6000199804999?classType=REGULAR&athbdg=L3048&from=/search
